route,payload_size_bytes,total_queries,sleep_seconds,workers,min_worker_elapsed_time_ms,max_worker_elapsed_time_ms,avg_worker_elapsed_time_ms,stdev_worker_elapsed_time_ms,min_latency_ms,max_latency_ms,avg_latency_ms,stdev_latency_ms,qps
SET,1000,6400,0,64,7229.612914000002,7603.578008000002,7419.259530703126,95.51334303042127,21.896956,137.452439,74.19259530703123,12.210950716111237,841.7089945373515
SET,1000,12800,0,128,16122.962496999997,16620.877954,16439.918394250002,116.08204491152951,20.438065,247.33649,164.39918394249995,25.729264179226703,770.1157565457928
SET,10000,100,0,1,419.9934529999999,419.9934529999999,419.9934529999999,0,3.821257,14.060713,4.199934529999998,1.3234047578410975,238.0989496043407
SET,10000,200,0,2,408.81142600000004,414.10503100000005,411.4582285,3.7431439924230236,3.798433,14.9839,4.114582285000001,1.1134391024126047,482.96925907186085
SET,10000,400,0,4,419.08371600000004,427.51922999999977,424.0869017499999,3.600310807087017,3.004913,9.573108,4.2408690175,0.5667981819936067,935.6304276652075
SET,10000,800,0,8,802.0659450000003,850.644657,837.650328125,16.988241067017253,3.838599,40.563501,8.376503281249999,2.884124936440995,940.46320448469
SET,10000,1600,0,16,1606.0180460000004,1693.7283039999995,1653.9987266249998,34.42257123867523,13.633642,55.73614,16.539987266249998,3.352378811456691,944.661547086008
SET,10000,3200,0,32,3213.336941000001,3336.1122769999997,3286.3447902187495,42.48587200607183,9.917627,65.434938,32.863447902187495,5.327643882386352,959.2003308946188
SET,10000,6400,0,64,7821.952107000001,8154.912798999999,7971.134622531248,91.39406887770214,24.130429,146.610915,79.71134622531251,13.327582012813787,784.8029963955966
SET,10000,1280,0,128,1220.672587,1530.5007289999999,1487.9062293828117,62.91246270986637,10.855163,186.300707,148.79062293828127,20.164721941013525,836.3275990311535
SET,100000,100,0,1,293.50031400000006,293.50031400000006,293.50031400000006,0,2.769823,6.090251,2.9350031400000005,0.33244100358309253,340.71513804240766
SET,100000,200,0,2,297.3146439999999,299.00652400000024,298.1605840000001,1.1963398209541556,2.753713,7.972404,2.9816058400000007,0.6093346580480713,668.8817264736332
SET,100000,400,0,4,440.48661299999986,471.7523999999999,456.1020359999998,15.313304167985773,3.404828,8.943453,4.561020359999999,0.6468954254962908,847.9024166066778
SET,100000,800,0,8,841.6593489999995,912.0305320000002,884.01771825,25.742077547785374,6.155255,40.169713,8.840177182500002,2.6361451820185073,877.1636167110246
SET,100000,1600,0,16,1769.0978499999997,1891.411301,1827.8437371874995,47.96006618758691,15.332193,59.959341,18.278437371875,5.579504518554803,845.929174238343
SET,100000,3200,0,32,3372.9851139999982,3635.078955999999,3514.6446189687495,67.54002144077606,25.051411,82.717,35.1464461896875,8.165095224308228,880.3110025211791
SET,100000,6400,0,64,8319.882524999997,8782.743053000002,8616.845122093753,123.78299002128223,23.50542,161.222066,86.1684512209375,14.289881361638162,728.701723525191
SET,100000,1280,0,128,1311.1995850000003,1853.1555139999998,1759.72008953125,91.54917285894042,11.593476,248.143861,175.97200895312497,35.2064622021293,690.7137530174924
SET,1000000,100,0,1,408.51230200000003,408.51230200000003,408.51230200000003,0,3.795677,9.791306,4.08512302,0.623761656493014,244.79066973116514
SET,1000000,200,0,2,433.6286250000001,468.7149609999999,451.171793,24.809786112589535,3.878555,10.670479,4.51171793,0.9213868947832149,426.69856232730757
SET,1000000,400,0,4,801.709004,931.7176400000001,887.35579075,59.01508670328286,4.70087,36.501285,8.8735579075,2.559743554382661,429.3146151016309
SET,1000000,800,0,8,1750.7048340000001,1910.0811589999998,1825.1507252499998,71.82704206821036,4.428979,39.272685,18.2515072525,3.0979938423292217,418.8303707570366
SET,1000000,1600,0,16,3508.227661000001,3705.4779000000017,3618.3486802500006,63.110893381497895,22.515305,63.541506,36.1834868025,4.573787410078382,431.7931568287047
SET,1000000,3200,0,32,8168.918168000003,9407.250451000004,9121.635935625,381.16613951671684,57.42193,120.646571,91.21635935625,6.412691907348628,340.163155713563
SET,1000000,6400,0,64,17646.322009999993,20388.495828,19294.83737657812,667.1544750355259,129.377657,330.917451,192.94837376578127,22.884032245545214,313.90250923811305
SET,1000000,1280,0,128,2929.603911,4359.015152999999,4299.643528734374,124.45323845566688,125.101351,488.296298,429.9643528734376,30.386924091919198,293.6443107152466
SET,10000000,100,0,1,2234.6984840000005,2234.6984840000005,2234.6984840000005,0,20.272353,30.842592,22.346984840000005,2.1136630398033844,44.74876620536517
SET,10000000,200,0,2,3108.8722250000014,3296.009106,3202.4406655000007,132.32575756519896,27.192894,89.409445,32.02440665500001,6.668255660338948,60.67944400879334
SET,10000000,400,0,4,6258.804230000001,6309.928612000004,6294.366052250001,23.852843924556623,34.667545,85.487967,62.94366052250002,6.337027582826698,63.39215934064512
SET,10000000,800,0,8,13662.612622000002,14109.145634999997,13914.741059124999,149.08465130910707,111.982184,172.909846,139.14741059125,7.792674192641091,56.700810998468384
SET,10000000,1600,0,16,33314.11346300001,35640.21624700001,35177.6120383125,568.3951425080417,284.655985,402.588193,351.776120383125,17.327090686591784,44.89310583615437
SET,10000000,3200,0,32,76703.601179,78821.19448900003,78300.11736378123,575.7146946664933,697.526847,847.424725,783.0011736378124,25.216046322072096,40.598217532044366
SET,10000000,6400,0,64,146767.83772,151091.460804,149756.26881248434,1165.0970244126927,1328.499455,1683.398354,1497.5626881248438,61.46139616143037,42.35844941827822
SET,10000000,1280,0,128,28959.443898999998,31622.4776,31206.415329109375,437.6963408964924,2809.754045,3300.274706,3120.641532910936,65.7724547810851,40.47753677592928
